Column1;player;nationality;position;squad;age;birth_year; value ;height;position2;foot;league;games;games_starts;minutes;goals;assists;pens_made;pens_att;cards_yellow;cards_red;goals_per90;assists_per90;goals_assists_per90;goals_pens_per90;goals_assists_pens_per90;xg;npxg;xa;xg_per90;xa_per90;xg_xa_per90;npxg_per90;npxg_xa_per90;minutes_90s;shots_total;shots_on_target;shots_free_kicks;shots_on_target_pct;shots_total_per90;shots_on_target_per90;goals_per_shot;goals_per_shot_on_target;npxg_per_shot;xg_net;npxg_net;passes_completed;passes;passes_pct;passes_total_distance;passes_progressive_distance;passes_completed_short;passes_short;passes_pct_short;passes_completed_medium;passes_medium;passes_pct_medium;passes_completed_long;passes_long;passes_pct_long;xa_net;assisted_shots;passes_into_final_third;passes_into_penalty_area;crosses_into_penalty_area;progressive_passes;passes_live;passes_dead;passes_free_kicks;through_balls;passes_pressure;passes_switches;crosses;corner_kicks;corner_kicks_in;corner_kicks_out;corner_kicks_straight;passes_ground;passes_low;passes_high;passes_left_foot;passes_right_foot;passes_head;throw_ins;passes_other_body;passes_offsides;passes_oob;passes_intercepted;passes_blocked;sca;sca_per90;sca_passes_live;sca_passes_dead;sca_dribbles;sca_shots;sca_fouled;gca;gca_per90;gca_passes_live;gca_passes_dead;gca_dribbles;gca_shots;gca_fouled;gca_og_for;tackles;tackles_won;tackles_def_3rd;tackles_mid_3rd;tackles_att_3rd;dribble_tackles;dribbles_vs;dribble_tackles_pct;dribbled_past;pressures;pressure_regains;pressure_regain_pct;pressures_def_3rd;pressures_mid_3rd;pressures_att_3rd;blocks;blocked_shots;blocked_shots_saves;blocked_passes;interceptions;clearances;errors;touches;touches_def_pen_area;touches_def_3rd;touches_mid_3rd;touches_att_3rd;touches_att_pen_area;touches_live_ball;dribbles_completed;dribbles;dribbles_completed_pct;players_dribbled_past;nutmegs;carries;carry_distance;carry_progressive_distance;pass_targets;passes_received;passes_received_pct;miscontrols;dispossessed;cards_yellow_red;fouls;fouled;offsides;pens_won;pens_conceded;own_goals;ball_recoveries;aerials_won;aerials_lost;aerials_won_pct
189;Melvin Bard;fr FRA;DF;Lyon;18;2000; 4 500 000.00 € ;173.00;Defender - Left-Back;left;Ligue 1;1.00;0.00;45.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.16;0.16;0.00;0.16;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;40.00;47.00;85.10;639.00;158.00;21.00;22.00;95.50;17.00;19.00;89.50;2.00;3.00;66.70;-0.10;2.00;1.00;0.00;0.00;1.00;42.00;5.00;0.00;0.00;4.00;0.00;1.00;0.00;0.00;0.00;0.00;27.00;15.00;5.00;37.00;2.00;1.00;5.00;0.00;0.00;0.00;0.00;2.00;2.00;4.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;3.00;60.00;3.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;47.00;0.00;6.00;15.00;27.00;1.00;42.00;0.00;0.00;0.00;0.00;0.00;37.00;186.00;114.00;36.00;34.00;94.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.00;2.00;0.00;100.00
2478;Romain Thomas;fr FRA;DF;Angers;31;1988; 2 000 000.00 € ;193.00;Defender - Centre-Back;right;Ligue 1;27.00;27.00;2340.00;1.00;2.00;0.00;0.00;4.00;0.00;0.04;0.08;0.12;0.04;0.12;0.60;0.60;0.10;0.02;0.01;0.03;0.02;0.03;26.00;8.00;2.00;0.00;25.00;0.31;0.08;0.13;0.50;0.07;0.40;0.40;992.00;1136.00;87.30;24258.00;8665.00;229.00;244.00;93.90;478.00;513.00;93.20;277.00;365.00;75.90;1.90;4.00;47.00;1.00;0.00;44.00;1082.00;54.00;52.00;0.00;115.00;51.00;1.00;0.00;0.00;0.00;0.00;781.00;118.00;237.00;926.00;120.00;65.00;2.00;0.00;3.00;20.00;6.00;7.00;9.00;0.35;9.00;0.00;0.00;0.00;0.00;2.00;0.08;2.00;0.00;0.00;0.00;0.00;0.00;29.00;23.00;17.00;12.00;0.00;8.00;30.00;26.70;22.00;227.00;90.00;39.60;164.00;59.00;4.00;53.00;20.00;1.00;33.00;33.00;179.00;1.00;1425.00;219.00;868.00;609.00;26.00;18.00;1375.00;3.00;3.00;100.00;3.00;0.00;811.00;3610.00;1704.00;889.00;854.00;96.10;6.00;1.00;0.00;21.00;19.00;1.00;0.00;1.00;0.00;219.00;74.00;51.00;59.20
2479;Adrien Thomasson;fr FRA;MF;Strasbourg;25;1993; 6 000 000.00 € ;177.00;Midfielder - Attacking Midfield;left;Ligue 1;25.00;24.00;2072.00;8.00;1.00;0.00;0.00;4.00;0.00;0.35;0.04;0.39;0.35;0.39;6.00;6.00;3.90;0.26;0.17;0.43;0.26;0.43;23.00;50.00;17.00;0.00;34.00;2.17;0.74;0.16;0.47;0.12;2.00;2.00;736.00;950.00;77.50;12343.00;3164.00;369.00;443.00;83.30;277.00;339.00;81.70;67.00;107.00;62.60;-2.90;40.00;69.00;30.00;8.00;84.00;896.00;54.00;17.00;2.00;259.00;16.00;49.00;4.00;1.00;1.00;1.00;625.00;202.00;123.00;139.00;745.00;31.00;13.00;13.00;4.00;10.00;26.00;38.00;79.00;3.43;59.00;5.00;4.00;1.00;8.00;5.00;0.22;4.00;0.00;0.00;0.00;1.00;0.00;33.00;24.00;9.00;13.00;11.00;15.00;56.00;26.80;41.00;638.00;172.00;27.00;94.00;312.00;232.00;24.00;2.00;0.00;22.00;7.00;6.00;0.00;1234.00;8.00;123.00;604.00;588.00;103.00;1186.00;28.00;50.00;56.00;31.00;3.00;844.00;4796.00;2393.00;1196.00;900.00;75.30;57.00;40.00;0.00;29.00;38.00;8.00;0.00;0.00;0.00;177.00;12.00;38.00;24.00
2480;Erik Thommy;de GER;DF,FW;DĂĽsseldorf;24;1994; 4 000 000.00 € ;175.00;Midfielder - Left Midfield;right;Bundesliga;34.00;25.00;2259.00;6.00;4.00;0.00;0.00;3.00;0.00;0.24;0.16;0.40;0.24;0.40;3.60;3.60;3.90;0.14;0.16;0.30;0.14;0.30;25.10;61.00;21.00;2.00;34.40;2.43;0.84;0.10;0.29;0.06;2.40;2.40;645.00;910.00;70.90;11853.00;3488.00;292.00;352.00;83.00;245.00;307.00;79.80;86.00;181.00;47.50;0.10;40.00;44.00;27.00;14.00;63.00;796.00;114.00;33.00;3.00;190.00;47.00;73.00;50.00;9.00;27.00;5.00;523.00;179.00;208.00;184.00;640.00;36.00;31.00;10.00;3.00;25.00;19.00;51.00;89.00;3.55;42.00;17.00;13.00;4.00;12.00;9.00;0.36;3.00;3.00;2.00;0.00;1.00;0.00;39.00;27.00;17.00;14.00;8.00;14.00;39.00;35.90;25.00;480.00;144.00;30.00;142.00;217.00;121.00;41.00;2.00;0.00;39.00;20.00;20.00;1.00;1234.00;21.00;204.00;528.00;613.00;72.00;1123.00;47.00;69.00;68.10;49.00;0.00;887.00;6990.00;4403.00;1061.00;816.00;76.90;42.00;53.00;0.00;17.00;59.00;7.00;1.00;0.00;1.00;170.00;16.00;51.00;23.90
2482;Morten Thorsby;no NOR;MF,DF;Sampdoria;23;1996; 2 000 000.00 € ;189.00;Midfielder - Central Midfield;right;Serie A;24.00;21.00;1865.00;1.00;1.00;0.00;0.00;9.00;1.00;0.05;0.05;0.10;0.05;0.10;1.40;1.40;1.20;0.07;0.06;0.13;0.07;0.13;20.70;16.00;4.00;0.00;25.00;0.77;0.19;0.06;0.25;0.09;-0.40;-0.40;608.00;793.00;76.70;9749.00;2883.00;326.00;381.00;85.60;215.00;269.00;79.90;48.00;89.00;53.90;-0.20;19.00;45.00;8.00;3.00;48.00;754.00;39.00;5.00;1.00;189.00;13.00;9.00;1.00;0.00;1.00;0.00;507.00;128.00;158.00;91.00;545.00;55.00;33.00;2.00;0.00;17.00;9.00;29.00;37.00;1.79;29.00;2.00;3.00;1.00;1.00;6.00;0.29;5.00;0.00;1.00;0.00;0.00;0.00;48.00;28.00;17.00;18.00;13.00;18.00;55.00;32.70;37.00;387.00;102.00;26.40;136.00;161.00;90.00;48.00;7.00;0.00;41.00;6.00;42.00;2.00;1001.00;57.00;241.00;527.00;280.00;44.00;963.00;8.00;12.00;66.70;8.00;0.00;564.00;2540.00;1286.00;730.00;600.00;82.20;18.00;13.00;1.00;46.00;7.00;4.00;0.00;1.00;1.00;203.00;92.00;65.00;58.60
2483;Marcus Thuram;fr FRA;FW;M'Gladbach;21;1997; 22 000 000.00 € ;192.00;Forward - Left Winger;right;Bundesliga;31.00;28.00;2202.00;10.00;8.00;0.00;0.00;3.00;0.00;0.41;0.33;0.74;0.41;0.74;10.00;10.00;6.80;0.41;0.28;0.69;0.41;0.69;24.50;59.00;39.00;0.00;66.10;2.41;1.59;0.17;0.26;0.17;0.00;0.00;473.00;691.00;68.50;6322.00;1699.00;297.00;389.00;76.30;129.00;191.00;67.50;21.00;49.00;42.90;1.20;29.00;19.00;21.00;1.00;54.00;679.00;12.00;1.00;3.00;209.00;9.00;46.00;0.00;0.00;0.00;0.00;446.00;141.00;104.00;103.00;476.00;41.00;4.00;10.00;4.00;14.00;28.00;29.00;77.00;3.15;48.00;0.00;14.00;2.00;12.00;13.00;0.53;8.00;0.00;4.00;0.00;1.00;0.00;24.00;18.00;9.00;8.00;7.00;11.00;29.00;37.90;18.00;457.00;105.00;23.00;65.00;198.00;194.00;28.00;1.00;0.00;27.00;11.00;22.00;0.00;1075.00;26.00;126.00;520.00;537.00;157.00;1063.00;69.00;114.00;60.50;73.00;3.00;796.00;6493.00;4167.00;1311.00;815.00;62.20;72.00;53.00;0.00;52.00;61.00;20.00;1.00;0.00;0.00;135.00;75.00;50.00;60.00
2485;Youri Tielemans;be BEL;MF;Leicester City;22;1997; 44 000 000.00 € ;176.00;Midfielder - Central Midfield;right;Premier League;37.00;32.00;2828.00;3.00;6.00;0.00;0.00;2.00;0.00;0.10;0.19;0.29;0.10;0.29;3.30;3.30;5.40;0.10;0.17;0.28;0.10;0.28;31.40;54.00;13.00;0.00;24.10;1.72;0.41;0.06;0.23;0.06;-0.30;-0.30;1455.00;1804.00;80.70;27253.00;6909.00;624.00;709.00;88.00;594.00;703.00;84.50;203.00;330.00;61.50;0.60;52.00;157.00;37.00;7.00;166.00;1703.00;101.00;46.00;9.00;363.00;65.00;45.00;41.00;7.00;20.00;5.00;1246.00;256.00;302.00;318.00;1393.00;45.00;12.00;14.00;10.00;21.00;21.00;38.00;95.00;3.02;80.00;5.00;1.00;2.00;5.00;9.00;0.29;9.00;0.00;0.00;0.00;0.00;0.00;57.00;40.00;18.00;28.00;11.00;15.00;71.00;21.10;56.00;604.00;166.00;27.50;155.00;325.00;124.00;51.00;6.00;0.00;45.00;18.00;24.00;0.00;2141.00;31.00;328.00;1169.00;761.00;59.00;2049.00;30.00;46.00;65.20;31.00;2.00;1461.00;6193.00;3380.00;1773.00;1586.00;89.50;32.00;51.00;0.00;33.00;49.00;1.00;0.00;0.00;0.00;287.00;29.00;28.00;50.90
2486;Kieran Tierney;sco SCO;DF;Arsenal;22;1997; 20 000 000.00 € ;180.00;Defender - Left-Back;left;Premier League;15.00;12.00;989.00;1.00;1.00;0.00;0.00;2.00;0.00;0.09;0.09;0.18;0.09;0.18;0.30;0.30;1.10;0.02;0.10;0.13;0.02;0.13;11.00;6.00;2.00;0.00;33.30;0.55;0.18;0.17;0.50;0.04;0.70;0.70;414.00;544.00;76.10;8028.00;2568.00;173.00;197.00;87.80;181.00;227.00;79.70;55.00;97.00;56.70;-0.10;6.00;22.00;8.00;5.00;40.00;457.00;87.00;7.00;1.00;76.00;12.00;36.00;0.00;0.00;0.00;0.00;304.00;111.00;129.00;379.00;50.00;30.00;80.00;0.00;3.00;16.00;4.00;21.00;11.00;1.00;8.00;1.00;2.00;0.00;0.00;3.00;0.27;2.00;1.00;0.00;0.00;0.00;0.00;21.00;11.00;12.00;5.00;4.00;10.00;15.00;66.70;5.00;126.00;39.00;31.00;62.00;51.00;13.00;22.00;4.00;0.00;18.00;10.00;44.00;0.00;664.00;41.00;218.00;280.00;197.00;17.00;579.00;12.00;16.00;75.00;12.00;1.00;381.00;2162.00;1125.00;422.00;385.00;91.20;12.00;6.00;0.00;8.00;12.00;0.00;0.00;1.00;0.00;98.00;10.00;10.00;50.00
2487;Cheick Timite;ci CIV;MF,FW;Amiens;21;1997; 1 000 000.00 € ;177.00;Forward - Right Winger;right;Ligue 1;3.00;2.00;115.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.20;0.20;0.20;0.14;0.12;0.27;0.14;0.27;1.30;3.00;1.00;0.00;33.30;2.35;0.78;0.00;0.00;0.06;-0.20;-0.20;32.00;41.00;78.00;549.00;115.00;15.00;16.00;93.80;12.00;16.00;75.00;4.00;6.00;66.70;-0.20;1.00;0.00;3.00;1.00;3.00;40.00;1.00;0.00;0.00;6.00;2.00;2.00;0.00;0.00;0.00;0.00;27.00;6.00;8.00;3.00;32.00;2.00;1.00;1.00;0.00;1.00;0.00;1.00;2.00;1.57;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;21.00;7.00;33.30;4.00;12.00;5.00;2.00;0.00;0.00;2.00;0.00;1.00;0.00;53.00;1.00;8.00;30.00;22.00;5.00;52.00;0.00;1.00;0.00;0.00;0.00;41.00;343.00;193.00;55.00;43.00;78.20;2.00;2.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;5.00;3.00;1.00;75.00
2488;David Timor;es ESP;MF,DF;Getafe;29;1989; 1 000 000.00 € ;185.00;Midfielder - Defensive Midfield;left;LaLiga;22.00;10.00;943.00;3.00;0.00;0.00;0.00;4.00;0.00;0.29;0.00;0.29;0.29;0.29;0.60;0.60;0.10;0.06;0.01;0.07;0.06;0.07;10.50;19.00;7.00;8.00;36.80;1.81;0.67;0.16;0.43;0.03;2.40;2.40;251.00;404.00;62.10;5933.00;2163.00;94.00;126.00;74.60;81.00;130.00;62.30;65.00;128.00;50.80;-0.10;4.00;44.00;5.00;2.00;39.00;346.00;58.00;39.00;0.00;64.00;41.00;14.00;10.00;3.00;3.00;0.00;117.00;88.00;199.00;283.00;30.00;60.00;6.00;0.00;1.00;13.00;5.00;9.00;18.00;1.72;8.00;7.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.00;6.00;4.00;7.00;0.00;3.00;13.00;23.10;10.00;138.00;38.00;27.50;32.00;89.00;17.00;10.00;3.00;0.00;7.00;7.00;44.00;0.00;508.00;25.00;107.00;302.00;120.00;7.00;447.00;2.00;2.00;100.00;2.00;0.00;166.00;795.00;355.00;220.00;198.00;90.00;6.00;4.00;0.00;20.00;14.00;0.00;0.00;0.00;0.00;166.00;33.00;26.00;55.90
2489;Marcel Tisserand;cd COD;DF;Wolfsburg;26;1993; 6 000 000.00 € ;190.00;Defender - Centre-Back;right;Bundesliga;15.00;14.00;1204.00;1.00;1.00;0.00;0.00;8.00;1.00;0.07;0.07;0.15;0.07;0.15;0.80;0.80;0.30;0.06;0.02;0.08;0.06;0.08;13.40;8.00;2.00;0.00;25.00;0.60;0.15;0.13;0.50;0.11;0.20;0.20;562.00;722.00;77.80;13297.00;4819.00;137.00;160.00;85.60;287.00;337.00;85.20;133.00;210.00;63.30;0.70;3.00;53.00;5.00;1.00;66.00;693.00;29.00;24.00;1.00;113.00;27.00;5.00;0.00;0.00;0.00;0.00;445.00;72.00;205.00;84.00;572.00;41.00;5.00;1.00;3.00;16.00;12.00;11.00;12.00;0.90;10.00;0.00;0.00;0.00;0.00;1.00;0.07;1.00;0.00;0.00;0.00;0.00;0.00;23.00;11.00;13.00;10.00;0.00;8.00;15.00;53.30;7.00;132.00;46.00;34.80;66.00;58.00;8.00;20.00;3.00;1.00;17.00;24.00;83.00;1.00;897.00;92.00;427.00;463.00;58.00;16.00;869.00;9.00;11.00;81.80;9.00;1.00;566.00;3686.00;1902.00;535.00;514.00;96.10;7.00;5.00;1.00;26.00;5.00;1.00;0.00;0.00;0.00;193.00;40.00;26.00;60.60
2490;Jean-Clair Todibo;fr FRA;DF;Barcelona;19;1999; 9 000 000.00 € ;190.00;Defender - Centre-Back;right;LaLiga;2.00;1.00;77.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50.00;53.00;94.30;1010.00;240.00;11.00;12.00;91.70;31.00;32.00;96.90;7.00;8.00;87.50;0.00;0.00;2.00;0.00;0.00;2.00;52.00;1.00;1.00;0.00;8.00;0.00;0.00;0.00;0.00;0.00;0.00;48.00;2.00;3.00;2.00;48.00;2.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;1.00;0.00;1.00;7.00;3.00;42.90;4.00;3.00;0.00;3.00;0.00;0.00;3.00;1.00;4.00;0.00;63.00;13.00;38.00;26.00;0.00;0.00;62.00;0.00;1.00;0.00;0.00;0.00;43.00;292.00;135.00;45.00;44.00;97.80;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;8.00;1.00;2.00;33.30
2491;Jean-Clair Todibo;fr FRA;DF;Schalke 04;19;1999; 9 000 000.00 € ;190.00;Defender - Centre-Back;right;LaLiga;8.00;4.00;365.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.20;0.20;0.10;0.05;0.01;0.06;0.05;0.06;4.10;3.00;1.00;0.00;33.30;0.74;0.25;0.00;0.00;0.07;-0.20;-0.20;232.00;270.00;85.90;5217.00;1601.00;57.00;62.00;91.90;123.00;134.00;91.80;51.00;70.00;72.90;-0.10;1.00;20.00;0.00;0.00;21.00;263.00;7.00;5.00;0.00;32.00;10.00;0.00;0.00;0.00;0.00;0.00;200.00;29.00;41.00;16.00;229.00;16.00;2.00;0.00;0.00;8.00;2.00;4.00;2.00;0.49;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.00;10.00;13.00;2.00;0.00;9.00;12.00;75.00;3.00;75.00;29.00;38.70;46.00;27.00;2.00;5.00;0.00;0.00;5.00;9.00;25.00;1.00;331.00;49.00;193.00;150.00;12.00;5.00;327.00;9.00;10.00;90.00;9.00;1.00;236.00;1722.00;958.00;213.00;210.00;98.60;5.00;3.00;0.00;6.00;5.00;1.00;0.00;0.00;0.00;55.00;12.00;2.00;85.70
2492;Karl Toko Ekambi;cm CMR;FW;Villarreal;26;1992; 14 000 000.00 € ;185.00;Forward - Centre-Forward;right;LaLiga;18.00;11.00;993.00;6.00;2.00;0.00;0.00;0.00;0.00;0.54;0.18;0.73;0.54;0.73;7.00;7.00;1.10;0.64;0.10;0.74;0.64;0.74;11.00;39.00;18.00;0.00;46.20;3.53;1.63;0.15;0.33;0.18;-1.00;-1.00;178.00;230.00;77.40;2939.00;234.00;101.00;128.00;78.90;60.00;74.00;81.10;15.00;17.00;88.20;0.90;8.00;5.00;3.00;1.00;6.00;215.00;15.00;0.00;0.00;51.00;4.00;10.00;0.00;0.00;0.00;0.00;169.00;33.00;28.00;31.00;178.00;12.00;0.00;4.00;0.00;3.00;7.00;9.00;23.00;2.08;15.00;0.00;4.00;2.00;1.00;5.00;0.45;4.00;0.00;0.00;1.00;0.00;0.00;4.00;2.00;0.00;1.00;3.00;1.00;4.00;25.00;3.00;177.00;56.00;31.60;13.00;86.00;78.00;1.00;0.00;0.00;1.00;3.00;4.00;0.00;347.00;2.00;23.00;167.00;188.00;72.00;332.00;16.00;27.00;59.30;19.00;1.00;252.00;1994.00;1169.00;525.00;276.00;52.60;20.00;17.00;0.00;7.00;7.00;7.00;0.00;1.00;0.00;34.00;7.00;26.00;21.20
2493;Karl Toko Ekambi;cm CMR;FW;Lyon;26;1992; 14 000 000.00 € ;185.00;Forward - Centre-Forward;right;LaLiga;8.00;5.00;538.00;2.00;1.00;0.00;0.00;2.00;0.00;0.33;0.17;0.50;0.33;0.50;2.00;2.00;1.10;0.34;0.18;0.52;0.34;0.52;6.00;13.00;6.00;0.00;46.20;2.17;1.00;0.15;0.33;0.15;0.00;0.00;148.00;189.00;78.30;2388.00;493.00;76.00;85.00;89.40;48.00;63.00;76.20;15.00;24.00;62.50;-0.10;8.00;5.00;8.00;2.00;11.00;183.00;6.00;0.00;0.00;47.00;6.00;15.00;0.00;0.00;0.00;0.00;113.00;41.00;35.00;19.00;155.00;5.00;3.00;1.00;1.00;2.00;2.00;9.00;14.00;2.34;12.00;0.00;1.00;1.00;0.00;3.00;0.50;2.00;0.00;0.00;1.00;0.00;0.00;6.00;5.00;2.00;1.00;3.00;2.00;5.00;40.00;3.00;67.00;16.00;23.90;5.00;27.00;35.00;5.00;0.00;0.00;5.00;0.00;1.00;0.00;254.00;1.00;24.00;109.00;138.00;24.00;248.00;8.00;13.00;61.50;9.00;0.00;204.00;1332.00;695.00;273.00;208.00;76.20;14.00;15.00;0.00;5.00;4.00;1.00;0.00;0.00;0.00;21.00;8.00;17.00;32.00
2494;Corentin Tolisso;fr FRA;MF;Bayern Munich;24;1994; 25 000 000.00 € ;181.00;Midfielder - Central Midfield;right;Bundesliga;13.00;7.00;638.00;1.00;2.00;0.00;0.00;0.00;0.00;0.14;0.28;0.42;0.14;0.42;1.30;1.30;1.80;0.18;0.26;0.44;0.18;0.44;7.10;16.00;3.00;0.00;18.80;2.26;0.42;0.06;0.33;0.08;-0.30;-0.30;506.00;579.00;87.40;10175.00;2584.00;203.00;228.00;89.00;211.00;229.00;92.10;82.00;100.00;82.00;0.20;12.00;71.00;10.00;1.00;68.00;568.00;11.00;9.00;2.00;111.00;29.00;11.00;0.00;0.00;0.00;0.00;433.00;78.00;68.00;49.00;502.00;15.00;2.00;5.00;1.00;8.00;7.00;10.00;31.00;4.37;24.00;0.00;1.00;3.00;1.00;5.00;0.71;4.00;0.00;0.00;0.00;1.00;0.00;11.00;8.00;5.00;3.00;3.00;1.00;11.00;9.10;10.00;112.00;43.00;38.40;31.00;57.00;24.00;9.00;3.00;0.00;6.00;3.00;2.00;0.00;645.00;11.00;83.00;435.00;171.00;27.00;637.00;7.00;11.00;63.60;8.00;0.00;491.00;2339.00;921.00;570.00;520.00;91.20;6.00;13.00;0.00;6.00;7.00;0.00;0.00;0.00;0.00;86.00;8.00;8.00;50.00
2495;Jeremy Toljan;de GER;DF;Sassuolo;24;1994; 3 000 000.00 € ;182.00;Defender - Right-Back;right;Serie A;29.00;25.00;2186.00;1.00;2.00;0.00;0.00;8.00;0.00;0.04;0.08;0.12;0.04;0.12;0.80;0.80;2.50;0.03;0.10;0.14;0.03;0.14;24.30;8.00;2.00;0.00;25.00;0.33;0.08;0.13;0.50;0.10;0.20;0.20;1266.00;1493.00;84.80;20682.00;6694.00;626.00;672.00;93.20;565.00;627.00;90.10;61.00;135.00;45.20;-0.50;29.00;75.00;24.00;7.00;81.00;1232.00;261.00;38.00;0.00;197.00;17.00;47.00;1.00;0.00;1.00;0.00;1002.00;323.00;168.00;118.00;1126.00;16.00;222.00;6.00;3.00;20.00;23.00;59.00;43.00;1.77;40.00;2.00;1.00;0.00;0.00;4.00;0.16;4.00;0.00;0.00;0.00;0.00;0.00;38.00;19.00;27.00;7.00;4.00;18.00;41.00;43.90;23.00;342.00;105.00;30.70;169.00;118.00;55.00;52.00;16.00;0.00;36.00;17.00;51.00;2.00;1723.00;85.00;518.00;868.00;465.00;57.00;1472.00;20.00;28.00;71.40;20.00;1.00;1123.00;6620.00;3760.00;1204.00;1120.00;93.00;24.00;31.00;0.00;28.00;19.00;2.00;0.00;0.00;0.00;184.00;9.00;27.00;25.00
2496;Rafael TolĂłi;br BRA;DF;Atalanta;28;1990; 12 000 000.00 € ;185.00;Defender - Centre-Back;right;Serie A;33.00;29.00;2608.00;2.00;6.00;0.00;0.00;11.00;0.00;0.07;0.21;0.28;0.07;0.28;2.50;2.50;1.80;0.09;0.06;0.15;0.09;0.15;29.00;27.00;11.00;0.00;40.70;0.93;0.38;0.07;0.18;0.10;-0.50;-0.50;1363.00;1654.00;82.40;27185.00;10122.00;465.00;523.00;88.90;705.00;783.00;90.00;180.00;304.00;59.20;4.20;15.00;152.00;16.00;0.00;148.00;1581.00;73.00;35.00;3.00;239.00;37.00;10.00;0.00;0.00;0.00;0.00;1148.00;239.00;267.00;146.00;1389.00;55.00;38.00;0.00;6.00;28.00;24.00;39.00;41.00;1.41;32.00;1.00;2.00;3.00;1.00;10.00;0.35;7.00;0.00;0.00;1.00;1.00;0.00;69.00;51.00;37.00;27.00;5.00;39.00;89.00;43.80;50.00;351.00;125.00;35.60;146.00;179.00;26.00;50.00;22.00;1.00;28.00;25.00;147.00;1.00;1980.00;175.00;766.00;1087.00;242.00;38.00;1908.00;16.00;21.00;76.20;16.00;2.00;1307.00;7725.00;4411.00;1333.00;1293.00;97.00;5.00;18.00;0.00;36.00;17.00;2.00;1.00;0.00;0.00;304.00;56.00;29.00;65.90
2497;RaĂşl de TomĂˇs;es ESP;FW;Espanyol;24;1994; 16 000 000.00 € ;180.00;Forward - Centre-Forward;right;LaLiga;14.00;11.00;1075.00;4.00;0.00;1.00;1.00;5.00;0.00;0.33;0.00;0.33;0.25;0.25;4.00;3.30;0.40;0.34;0.04;0.37;0.27;0.31;11.90;33.00;14.00;3.00;42.40;2.76;1.17;0.09;0.21;0.10;0.00;-0.30;214.00;271.00;79.00;3797.00;674.00;117.00;134.00;87.30;67.00;84.00;79.80;25.00;41.00;61.00;-0.40;6.00;13.00;7.00;1.00;14.00;247.00;24.00;2.00;1.00;77.00;15.00;8.00;0.00;0.00;0.00;0.00;170.00;56.00;45.00;65.00;177.00;9.00;1.00;2.00;0.00;9.00;4.00;6.00;28.00;2.34;10.00;0.00;7.00;3.00;7.00;2.00;0.17;0.00;0.00;0.00;0.00;1.00;1.00;7.00;5.00;3.00;4.00;0.00;1.00;10.00;10.00;9.00;200.00;44.00;22.00;20.00;109.00;71.00;11.00;1.00;0.00;10.00;6.00;5.00;0.00;434.00;3.00;37.00;268.00;163.00;48.00;409.00;31.00;48.00;64.60;33.00;3.00;317.00;1887.00;791.00;602.00;329.00;54.70;35.00;30.00;0.00;23.00;24.00;7.00;1.00;0.00;0.00;46.00;25.00;49.00;33.80
