Column1;player;nationality;position;squad;age;birth_year; value ;height;position2;foot;league;games;games_starts;minutes;goals;assists;pens_made;pens_att;cards_yellow;cards_red;goals_per90;assists_per90;goals_assists_per90;goals_pens_per90;goals_assists_pens_per90;xg;npxg;xa;xg_per90;xa_per90;xg_xa_per90;npxg_per90;npxg_xa_per90;minutes_90s;shots_total;shots_on_target;shots_free_kicks;shots_on_target_pct;shots_total_per90;shots_on_target_per90;goals_per_shot;goals_per_shot_on_target;npxg_per_shot;xg_net;npxg_net;passes_completed;passes;passes_pct;passes_total_distance;passes_progressive_distance;passes_completed_short;passes_short;passes_pct_short;passes_completed_medium;passes_medium;passes_pct_medium;passes_completed_long;passes_long;passes_pct_long;xa_net;assisted_shots;passes_into_final_third;passes_into_penalty_area;crosses_into_penalty_area;progressive_passes;passes_live;passes_dead;passes_free_kicks;through_balls;passes_pressure;passes_switches;crosses;corner_kicks;corner_kicks_in;corner_kicks_out;corner_kicks_straight;passes_ground;passes_low;passes_high;passes_left_foot;passes_right_foot;passes_head;throw_ins;passes_other_body;passes_offsides;passes_oob;passes_intercepted;passes_blocked;sca;sca_per90;sca_passes_live;sca_passes_dead;sca_dribbles;sca_shots;sca_fouled;gca;gca_per90;gca_passes_live;gca_passes_dead;gca_dribbles;gca_shots;gca_fouled;gca_og_for;tackles;tackles_won;tackles_def_3rd;tackles_mid_3rd;tackles_att_3rd;dribble_tackles;dribbles_vs;dribble_tackles_pct;dribbled_past;pressures;pressure_regains;pressure_regain_pct;pressures_def_3rd;pressures_mid_3rd;pressures_att_3rd;blocks;blocked_shots;blocked_shots_saves;blocked_passes;interceptions;clearances;errors;touches;touches_def_pen_area;touches_def_3rd;touches_mid_3rd;touches_att_3rd;touches_att_pen_area;touches_live_ball;dribbles_completed;dribbles;dribbles_completed_pct;players_dribbled_past;nutmegs;carries;carry_distance;carry_progressive_distance;pass_targets;passes_received;passes_received_pct;miscontrols;dispossessed;cards_yellow_red;fouls;fouled;offsides;pens_won;pens_conceded;own_goals;ball_recoveries;aerials_won;aerials_lost;aerials_won_pct
2498;Takehiro Tomiyasu;jp JPN;DF;Bologna;20;1998; 13 000 000.00 € ;188.00;Defender - Centre-Back;right;Serie A;29.00;29.00;2528.00;1.00;3.00;0.00;0.00;8.00;0.00;0.04;0.11;0.14;0.04;0.14;1.00;1.00;1.10;0.03;0.04;0.07;0.03;0.07;28.10;17.00;3.00;0.00;17.60;0.61;0.11;0.06;0.33;0.06;0.00;0.00;1367.00;1644.00;83.20;24691.00;10129.00;583.00;635.00;91.80;625.00;718.00;87.00;140.00;235.00;59.60;1.90;14.00;139.00;14.00;4.00;151.00;1370.00;274.00;35.00;1.00;210.00;22.00;25.00;0.00;0.00;0.00;0.00;1038.00;334.00;272.00;411.00;902.00;56.00;239.00;5.00;3.00;29.00;32.00;40.00;37.00;1.32;30.00;0.00;2.00;3.00;1.00;5.00;0.18;4.00;0.00;1.00;0.00;0.00;0.00;48.00;28.00;29.00;11.00;8.00;24.00;46.00;52.20;22.00;420.00;128.00;30.50;201.00;152.00;67.00;65.00;11.00;1.00;54.00;34.00;107.00;3.00;1985.00;141.00;677.00;1001.00;448.00;29.00;1715.00;30.00;47.00;63.80;30.00;2.00;1177.00;8007.00;4795.00;1232.00;1165.00;94.60;23.00;18.00;0.00;37.00;28.00;0.00;0.00;0.00;0.00;267.00;52.00;50.00;51.00
2499;James Tomkins;eng ENG;DF;Crystal Palace;30;1989; 4 000 000.00 € ;192.00;Defender - Centre-Back;right;Premier League;18.00;18.00;1582.00;1.00;1.00;0.00;0.00;5.00;0.00;0.06;0.06;0.11;0.06;0.11;1.20;1.20;0.10;0.07;0.01;0.08;0.07;0.08;17.60;9.00;2.00;0.00;22.20;0.51;0.11;0.11;0.50;0.13;-0.20;-0.20;505.00;626.00;80.70;11923.00;3447.00;111.00;126.00;88.10;265.00;290.00;91.40;123.00;196.00;62.80;0.90;2.00;21.00;1.00;0.00;15.00;597.00;29.00;26.00;0.00;106.00;24.00;0.00;0.00;0.00;0.00;0.00;377.00;96.00;153.00;81.00;474.00;34.00;3.00;0.00;2.00;14.00;6.00;5.00;5.00;0.28;4.00;0.00;0.00;0.00;1.00;1.00;0.06;1.00;0.00;0.00;0.00;0.00;0.00;30.00;14.00;23.00;7.00;0.00;12.00;18.00;66.70;6.00;138.00;45.00;32.60;98.00;35.00;5.00;33.00;15.00;0.00;18.00;12.00;138.00;0.00;857.00;156.00;563.00;294.00;34.00;21.00;829.00;1.00;1.00;100.00;1.00;0.00;399.00;1793.00;891.00;456.00;442.00;96.90;1.00;3.00;0.00;13.00;11.00;1.00;0.00;0.00;0.00;165.00;75.00;22.00;77.30
2500;Fikayo Tomori;eng ENG;DF;Chelsea;21;1997; 16 000 000.00 € ;184.00;Defender - Centre-Back;right;Premier League;15.00;15.00;1291.00;1.00;0.00;0.00;0.00;3.00;0.00;0.07;0.00;0.07;0.07;0.07;0.60;0.60;0.20;0.04;0.01;0.05;0.04;0.05;14.30;7.00;3.00;0.00;42.90;0.49;0.21;0.14;0.33;0.08;0.40;0.40;981.00;1098.00;89.30;21077.00;5867.00;248.00;265.00;93.60;573.00;606.00;94.60;156.00;212.00;73.60;-0.20;4.00;57.00;4.00;0.00;37.00;1078.00;20.00;10.00;1.00;130.00;15.00;1.00;0.00;0.00;0.00;0.00;884.00;73.00;141.00;274.00;765.00;35.00;10.00;0.00;0.00;17.00;6.00;14.00;14.00;0.98;14.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.00;15.00;19.00;10.00;1.00;7.00;13.00;53.80;6.00;149.00;48.00;32.20;82.00;64.00;3.00;29.00;9.00;0.00;20.00;15.00;93.00;2.00;1277.00;147.00;706.00;603.00;50.00;8.00;1261.00;7.00;11.00;63.60;9.00;0.00;936.00;4464.00;2162.00;959.00;944.00;98.40;4.00;5.00;0.00;7.00;6.00;1.00;0.00;0.00;0.00;145.00;40.00;22.00;64.50
2501;Nenad TomoviÄ‡;rs SRB;DF;SPAL;31;1987; 47 500.00 € ;184.00;Defender - Centre-Back;right;Serie A;23.00;20.00;1755.00;0.00;1.00;0.00;0.00;5.00;1.00;0.00;0.05;0.05;0.00;0.05;0.70;0.70;0.30;0.03;0.02;0.05;0.03;0.05;19.50;10.00;3.00;0.00;30.00;0.51;0.15;0.00;0.00;0.07;-0.70;-0.70;788.00;933.00;84.50;14529.00;5899.00;332.00;358.00;92.70;364.00;407.00;89.40;83.00;145.00;57.20;0.70;9.00;51.00;8.00;2.00;44.00;837.00;96.00;41.00;1.00;133.00;16.00;10.00;0.00;0.00;0.00;0.00;628.00;121.00;184.00;160.00;650.00;49.00;55.00;0.00;1.00;12.00;6.00;14.00;19.00;0.97;16.00;2.00;1.00;0.00;0.00;2.00;0.10;2.00;0.00;0.00;0.00;0.00;0.00;21.00;11.00;15.00;4.00;2.00;10.00;17.00;58.80;7.00;204.00;49.00;24.00;117.00;62.00;25.00;45.00;26.00;0.00;19.00;24.00;90.00;0.00;1132.00;158.00;575.00;501.00;145.00;16.00;1043.00;4.00;7.00;57.10;5.00;0.00;687.00;4686.00;2542.00;723.00;704.00;97.40;3.00;5.00;0.00;25.00;9.00;0.00;0.00;2.00;1.00;149.00;32.00;11.00;74.40
2502;Sandro Tonali;it ITA;MF;Brescia;19;2000; 31 000 000.00 € ;181.00;Midfielder - Defensive Midfield;right;Serie A;35.00;34.00;3014.00;1.00;7.00;0.00;0.00;9.00;0.00;0.03;0.21;0.24;0.03;0.24;0.90;0.90;5.40;0.03;0.16;0.19;0.03;0.19;33.50;27.00;7.00;4.00;25.90;0.81;0.21;0.04;0.14;0.03;0.10;0.10;1137.00;1582.00;71.90;25116.00;8472.00;375.00;450.00;83.30;479.00;587.00;81.60;269.00;488.00;55.10;1.60;65.00;139.00;26.00;7.00;161.00;1233.00;349.00;186.00;6.00;210.00;122.00;48.00;128.00;17.00;67.00;17.00;922.00;190.00;470.00;152.00;1370.00;44.00;1.00;5.00;9.00;42.00;23.00;49.00;117.00;3.49;53.00;51.00;3.00;1.00;7.00;13.00;0.39;5.00;7.00;0.00;0.00;0.00;0.00;52.00;41.00;22.00;27.00;3.00;14.00;48.00;29.20;34.00;558.00;140.00;25.10;220.00;274.00;64.00;57.00;14.00;0.00;43.00;32.00;46.00;0.00;1904.00;100.00;490.00;1056.00;485.00;20.00;1567.00;39.00;49.00;79.60;42.00;2.00;1088.00;7085.00;4211.00;1112.00;1036.00;93.20;34.00;38.00;0.00;42.00;60.00;0.00;0.00;1.00;0.00;312.00;12.00;19.00;38.70
2503;Lorenzo Tonelli;it ITA;DF;Sampdoria;29;1990; 2 000 000.00 € ;183.00;Defender - Centre-Back;right;Serie A;9.00;9.00;702.00;0.00;0.00;0.00;0.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.30;0.30;0.00;0.04;0.00;0.04;0.04;0.04;7.80;6.00;1.00;0.00;16.70;0.77;0.13;0.00;0.00;0.05;-0.30;-0.30;307.00;368.00;83.40;7045.00;2456.00;78.00;79.00;98.70;167.00;186.00;89.80;59.00;97.00;60.80;0.00;0.00;26.00;1.00;0.00;25.00;353.00;15.00;14.00;0.00;46.00;20.00;2.00;0.00;0.00;0.00;0.00;233.00;49.00;86.00;50.00;281.00;24.00;1.00;5.00;1.00;7.00;6.00;4.00;1.00;0.13;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.00;11.00;15.00;1.00;1.00;6.00;13.00;46.20;7.00;72.00;23.00;31.90;42.00;23.00;7.00;14.00;7.00;0.00;7.00;4.00;24.00;0.00;437.00;71.00;223.00;229.00;22.00;4.00;423.00;6.00;6.00;100.00;6.00;0.00;278.00;1586.00;1098.00;286.00;284.00;99.30;4.00;2.00;0.00;12.00;8.00;0.00;0.00;0.00;0.00;77.00;15.00;15.00;50.00
2505;Ă–mer Toprak;tr TUR;DF;Werder Bremen;30;1989; 3 000 000.00 € ;187.00;Defender - Centre-Back;right;Bundesliga;10.00;9.00;715.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.30;0.30;0.00;0.04;0.00;0.04;0.04;0.04;7.90;5.00;1.00;0.00;20.00;0.63;0.13;0.00;0.00;0.06;-0.30;-0.30;421.00;473.00;89.00;8678.00;2665.00;138.00;149.00;92.60;220.00;233.00;94.40;61.00;86.00;70.90;0.00;0.00;22.00;3.00;2.00;26.00;447.00;26.00;22.00;0.00;66.00;14.00;2.00;0.00;0.00;0.00;0.00;388.00;28.00;57.00;117.00;328.00;13.00;4.00;2.00;0.00;7.00;7.00;3.00;2.00;0.25;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;6.00;5.00;4.00;1.00;3.00;5.00;60.00;2.00;73.00;19.00;26.00;43.00;28.00;2.00;13.00;6.00;0.00;7.00;9.00;53.00;0.00;567.00;75.00;259.00;308.00;34.00;5.00;546.00;5.00;5.00;100.00;5.00;0.00;394.00;2268.00;1000.00;386.00;373.00;96.60;4.00;7.00;0.00;6.00;5.00;2.00;0.00;0.00;1.00;85.00;21.00;12.00;63.60
2506;Ernesto Torregrossa;it ITA;FW;Brescia;27;1992; 2 000 000.00 € ;184.00;Forward - Centre-Forward;left;Serie A;25.00;22.00;1844.00;7.00;3.00;2.00;2.00;8.00;0.00;0.34;0.15;0.49;0.24;0.39;7.30;5.80;2.70;0.36;0.13;0.49;0.28;0.42;20.50;61.00;21.00;1.00;34.40;2.98;1.02;0.08;0.24;0.10;-0.30;-0.80;332.00;507.00;65.50;4961.00;1110.00;190.00;256.00;74.20;89.00;142.00;62.70;32.00;54.00;59.30;0.30;20.00;16.00;17.00;0.00;37.00;488.00;19.00;8.00;3.00;143.00;16.00;13.00;1.00;0.00;1.00;0.00;314.00;102.00;91.00;363.00;74.00;24.00;3.00;12.00;3.00;15.00;16.00;28.00;66.00;3.22;40.00;3.00;5.00;8.00;10.00;11.00;0.54;7.00;0.00;0.00;4.00;0.00;0.00;15.00;8.00;5.00;8.00;2.00;5.00;26.00;19.20;21.00;317.00;61.00;19.20;39.00;148.00;130.00;17.00;6.00;0.00;11.00;2.00;19.00;0.00;855.00;27.00;70.00;394.00;450.00;105.00;839.00;35.00;66.00;53.00;41.00;4.00;628.00;3930.00;2051.00;1093.00;690.00;63.10;73.00;55.00;0.00;49.00;82.00;16.00;0.00;0.00;0.00;81.00;53.00;96.00;35.60
2507;Lucas Torreira;uy URU;MF;Arsenal;23;1996; 36 000 000.00 € ;166.00;Midfielder - Central Midfield;right;Premier League;29.00;17.00;1512.00;1.00;1.00;0.00;0.00;7.00;0.00;0.06;0.06;0.12;0.06;0.12;1.60;1.60;1.10;0.10;0.07;0.16;0.10;0.16;16.80;21.00;6.00;0.00;28.60;1.25;0.36;0.05;0.17;0.08;-0.60;-0.60;793.00;906.00;87.50;15698.00;3306.00;261.00;288.00;90.60;401.00;441.00;90.90;122.00;151.00;80.80;-0.10;14.00;44.00;5.00;0.00;57.00;867.00;39.00;25.00;1.00;182.00;10.00;5.00;12.00;3.00;3.00;3.00;616.00;147.00;143.00;87.00;749.00;59.00;2.00;2.00;2.00;7.00;10.00;17.00;29.00;1.73;20.00;3.00;2.00;2.00;2.00;2.00;0.12;2.00;0.00;0.00;0.00;0.00;0.00;37.00;24.00;17.00;16.00;4.00;12.00;33.00;36.40;21.00;403.00;102.00;25.30;156.00;200.00;47.00;29.00;9.00;0.00;20.00;24.00;30.00;1.00;1091.00;58.00;306.00;663.00;186.00;31.00;1061.00;13.00;16.00;81.30;13.00;1.00;727.00;3403.00;1553.00;767.00;709.00;92.40;11.00;16.00;0.00;24.00;43.00;1.00;0.00;0.00;0.00;215.00;9.00;18.00;33.30
2509;Ă“liver Torres;es ESP;MF,FW;Sevilla;24;1994; 13 000 000.00 € ;175.00;Midfielder - Central Midfield;right;LaLiga;28.00;21.00;1596.00;3.00;3.00;0.00;0.00;5.00;0.00;0.17;0.17;0.34;0.17;0.34;1.60;1.60;2.10;0.09;0.12;0.21;0.09;0.21;17.70;16.00;10.00;0.00;62.50;0.90;0.56;0.19;0.30;0.10;1.40;1.40;810.00;994.00;81.50;16209.00;4067.00;350.00;391.00;89.50;302.00;356.00;84.80;138.00;199.00;69.30;0.90;17.00;95.00;26.00;4.00;89.00;965.00;29.00;9.00;5.00;142.00;71.00;27.00;9.00;3.00;1.00;0.00;631.00;160.00;203.00;86.00;858.00;25.00;8.00;10.00;3.00;20.00;11.00;31.00;41.00;2.31;35.00;1.00;2.00;1.00;0.00;7.00;0.39;5.00;1.00;0.00;0.00;0.00;0.00;50.00;31.00;14.00;31.00;5.00;34.00;66.00;51.50;32.00;426.00;117.00;27.50;102.00;207.00;117.00;26.00;2.00;0.00;24.00;8.00;9.00;0.00;1173.00;11.00;172.00;702.00;369.00;40.00;1146.00;22.00;31.00;71.00;22.00;1.00;897.00;4587.00;2343.00;1038.00;900.00;86.70;25.00;36.00;0.00;30.00;19.00;1.00;0.00;0.00;0.00;143.00;9.00;28.00;24.30
2510;Pau Torres;es ESP;DF;Villarreal;22;1997; 16 000 000.00 € ;191.00;Defender - Centre-Back;left;LaLiga;34.00;33.00;2971.00;2.00;1.00;0.00;0.00;6.00;0.00;0.06;0.03;0.09;0.06;0.09;1.20;1.20;1.60;0.04;0.05;0.09;0.04;0.09;33.00;9.00;2.00;0.00;22.20;0.27;0.06;0.22;1.00;0.14;0.80;0.80;1724.00;1998.00;86.30;41893.00;13173.00;411.00;443.00;92.80;826.00;899.00;91.90;476.00;628.00;75.80;-0.60;8.00;102.00;4.00;0.00;92.00;1935.00;63.00;56.00;3.00;204.00;123.00;2.00;0.00;0.00;0.00;0.00;1427.00;183.00;388.00;1650.00;231.00;85.00;4.00;12.00;7.00;28.00;18.00;12.00;17.00;0.51;16.00;0.00;0.00;1.00;0.00;2.00;0.06;2.00;0.00;0.00;0.00;0.00;0.00;37.00;23.00;27.00;8.00;2.00;21.00;33.00;63.60;12.00;262.00;82.00;31.30;164.00;90.00;8.00;63.00;27.00;0.00;36.00;19.00;184.00;1.00;2313.00;391.00;1447.00;961.00;38.00;17.00;2254.00;10.00;13.00;76.90;11.00;1.00;1553.00;9637.00;5660.00;1633.00;1610.00;98.60;4.00;9.00;0.00;29.00;10.00;0.00;0.00;2.00;1.00;328.00;45.00;50.00;47.40
2511;Roberto Torres;es ESP;MF,FW;Osasuna;30;1989; 4 000 000.00 € ;178.00;Forward - Left Winger;right;LaLiga;36.00;31.00;2717.00;7.00;8.00;5.00;5.00;1.00;0.00;0.23;0.26;0.50;0.07;0.33;8.10;4.30;5.80;0.27;0.19;0.46;0.14;0.33;30.20;72.00;19.00;9.00;26.40;2.38;0.63;0.03;0.11;0.06;-1.10;-2.30;722.00;1118.00;64.60;13886.00;5056.00;314.00;399.00;78.70;272.00;387.00;70.30;114.00;259.00;44.00;2.20;46.00;76.00;37.00;16.00;116.00;984.00;134.00;38.00;3.00;171.00;69.00;83.00;66.00;28.00;20.00;2.00;513.00;238.00;367.00;159.00;847.00;64.00;30.00;4.00;6.00;31.00;31.00;60.00;88.00;2.91;56.00;20.00;3.00;4.00;4.00;10.00;0.33;6.00;3.00;0.00;0.00;0.00;0.00;24.00;20.00;9.00;13.00;2.00;12.00;52.00;23.10;40.00;383.00;96.00;25.10;80.00;211.00;92.00;57.00;3.00;0.00;54.00;22.00;50.00;0.00;1472.00;47.00;211.00;707.00;629.00;77.00;1328.00;30.00;53.00;56.60;33.00;3.00;902.00;3987.00;2180.00;1202.00;924.00;76.90;42.00;29.00;0.00;19.00;32.00;2.00;0.00;1.00;0.00;216.00;20.00;28.00;41.70
2512;Lucas TorrĂł;es ESP;MF,FW;Eint Frankfurt;25;1994; 2 000 000.00 € ;190.00;Midfielder - Defensive Midfield;right;Bundesliga;7.00;4.00;331.00;0.00;0.00;0.00;0.00;5.00;1.00;0.00;0.00;0.00;0.00;0.00;0.20;0.20;0.00;0.05;0.00;0.05;0.05;0.05;3.70;7.00;0.00;0.00;0.00;1.90;0.00;0.00;0.00;0.03;-0.20;-0.20;150.00;174.00;86.20;2748.00;803.00;66.00;74.00;89.20;62.00;70.00;88.60;19.00;25.00;76.00;0.00;1.00;22.00;1.00;0.00;14.00;166.00;8.00;7.00;0.00;35.00;2.00;1.00;0.00;0.00;0.00;0.00;117.00;33.00;24.00;16.00;133.00;12.00;0.00;2.00;0.00;0.00;2.00;1.00;5.00;1.36;1.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.00;8.00;5.00;7.00;0.00;5.00;12.00;41.70;7.00;73.00;24.00;32.90;26.00;38.00;9.00;7.00;1.00;0.00;6.00;5.00;11.00;0.00;227.00;8.00;60.00;140.00;36.00;6.00;221.00;2.00;4.00;50.00;3.00;0.00;108.00;540.00;272.00;119.00;110.00;92.40;4.00;0.00;1.00;6.00;7.00;0.00;0.00;0.00;0.00;65.00;18.00;7.00;72.00
2513;Jordan Torunarigha;de GER;DF;Hertha BSC;21;1997; 6 000 000.00 € ;191.00;Defender - Centre-Back;left;Bundesliga;18.00;16.00;1462.00;1.00;1.00;0.00;0.00;3.00;0.00;0.06;0.06;0.12;0.06;0.12;0.50;0.50;0.40;0.03;0.03;0.06;0.03;0.06;16.20;2.00;1.00;0.00;50.00;0.12;0.06;0.50;1.00;0.27;0.50;0.50;699.00;813.00;86.00;17240.00;4602.00;110.00;129.00;85.30;391.00;424.00;92.20;190.00;245.00;77.60;0.60;5.00;38.00;2.00;0.00;38.00;779.00;34.00;18.00;1.00;79.00;33.00;3.00;0.00;0.00;0.00;0.00;574.00;85.00;154.00;559.00;180.00;36.00;15.00;3.00;2.00;12.00;10.00;10.00;12.00;0.74;11.00;0.00;1.00;0.00;0.00;3.00;0.18;3.00;0.00;0.00;0.00;0.00;0.00;31.00;17.00;17.00;14.00;0.00;12.00;28.00;42.90;16.00;215.00;80.00;37.20;118.00;78.00;19.00;39.00;17.00;0.00;22.00;22.00;92.00;0.00;1016.00;149.00;618.00;436.00;46.00;12.00;985.00;10.00;16.00;62.50;10.00;0.00;635.00;3898.00;2324.00;672.00;652.00;97.00;8.00;8.00;0.00;17.00;5.00;0.00;0.00;0.00;0.00;141.00;42.00;19.00;68.90
2514;Cenk Tosun;tr TUR;FW;Crystal Palace;28;1991; 12 000 000.00 € ;183.00;Forward - Centre-Forward;right;Premier League;5.00;2.00;177.00;1.00;0.00;0.00;0.00;0.00;0.00;0.51;0.00;0.51;0.51;0.51;0.70;0.70;0.00;0.37;0.00;0.37;0.37;0.37;2.00;4.00;2.00;0.00;50.00;2.03;1.02;0.25;0.50;0.18;0.30;0.30;29.00;47.00;61.70;462.00;137.00;19.00;25.00;76.00;6.00;14.00;42.90;4.00;6.00;66.70;0.00;0.00;3.00;2.00;0.00;3.00;47.00;0.00;0.00;1.00;19.00;0.00;1.00;0.00;0.00;0.00;0.00;23.00;11.00;13.00;13.00;27.00;2.00;0.00;1.00;2.00;2.00;3.00;2.00;2.00;1.02;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;70.00;11.00;15.70;16.00;41.00;13.00;3.00;0.00;0.00;3.00;0.00;1.00;0.00;69.00;1.00;10.00;34.00;28.00;10.00;69.00;7.00;8.00;87.50;7.00;0.00;56.00;343.00;178.00;124.00;54.00;43.50;5.00;4.00;0.00;4.00;4.00;1.00;0.00;0.00;0.00;9.00;5.00;16.00;23.80
2515;Cenk Tosun;tr TUR;FW;Everton;28;1991; 12 000 000.00 € ;183.00;Forward - Centre-Forward;right;Premier League;5.00;2.00;291.00;1.00;0.00;0.00;0.00;0.00;0.00;0.31;0.00;0.31;0.31;0.31;0.70;0.70;0.10;0.23;0.03;0.26;0.23;0.26;3.20;11.00;3.00;0.00;27.30;3.40;0.93;0.09;0.33;0.07;0.30;0.30;42.00;62.00;67.70;569.00;120.00;27.00;35.00;77.10;12.00;16.00;75.00;2.00;8.00;25.00;-0.10;4.00;2.00;3.00;0.00;5.00;61.00;1.00;0.00;0.00;19.00;3.00;2.00;0.00;0.00;0.00;0.00;28.00;21.00;13.00;17.00;34.00;6.00;0.00;3.00;0.00;2.00;2.00;5.00;7.00;2.16;6.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;0.00;2.00;0.00;2.00;54.00;16.00;29.60;1.00;21.00;32.00;2.00;1.00;0.00;1.00;0.00;1.00;0.00;96.00;1.00;6.00;29.00;65.00;25.00;95.00;1.00;5.00;20.00;1.00;0.00;53.00;268.00;81.00;133.00;73.00;54.90;3.00;2.00;0.00;4.00;4.00;1.00;0.00;0.00;0.00;12.00;7.00;15.00;31.80
2516;Abdoulaye TourĂ©;fr FRA;MF;Nantes;25;1994; 8 000 000.00 € ;188.00;Midfielder - Defensive Midfield;right;Ligue 1;27.00;24.00;2221.00;3.00;0.00;2.00;2.00;3.00;0.00;0.12;0.00;0.12;0.04;0.04;3.00;1.50;0.80;0.12;0.03;0.15;0.06;0.09;24.70;33.00;8.00;0.00;24.20;1.34;0.32;0.03;0.13;0.04;0.00;-0.50;1135.00;1339.00;84.80;21164.00;4192.00;472.00;542.00;87.10;493.00;563.00;87.60;147.00;189.00;77.80;-0.80;17.00;116.00;9.00;2.00;97.00;1326.00;13.00;11.00;2.00;281.00;40.00;9.00;0.00;0.00;0.00;0.00;1016.00;171.00;152.00;268.00;965.00;73.00;2.00;6.00;3.00;25.00;33.00;22.00;43.00;1.74;28.00;0.00;5.00;4.00;5.00;2.00;0.08;1.00;0.00;1.00;0.00;0.00;0.00;36.00;28.00;13.00;22.00;1.00;12.00;37.00;32.40;25.00;405.00;120.00;29.60;99.00;254.00;52.00;39.00;13.00;0.00;26.00;19.00;32.00;0.00;1624.00;42.00;327.00;1086.00;301.00;24.00;1610.00;38.00;49.00;77.60;40.00;1.00;1134.00;5386.00;2558.00;1248.00;1173.00;94.00;26.00;39.00;0.00;31.00;53.00;0.00;0.00;1.00;0.00;268.00;35.00;35.00;50.00
2517;Almamy TourĂ©;ml MLI;DF;Eint Frankfurt;23;1996; 6 000 000.00 € ;183.00;Defender - Right-Back;right;Bundesliga;19.00;18.00;1491.00;1.00;3.00;0.00;0.00;2.00;0.00;0.06;0.18;0.24;0.06;0.24;1.60;1.60;2.00;0.09;0.12;0.21;0.09;0.21;16.60;14.00;5.00;0.00;35.70;0.85;0.30;0.07;0.20;0.11;-0.60;-0.60;493.00;704.00;70.00;9150.00;4150.00;201.00;246.00;81.70;232.00;312.00;74.40;54.00;121.00;44.60;1.00;21.00;47.00;20.00;12.00;71.00;616.00;88.00;2.00;0.00;123.00;19.00;50.00;0.00;0.00;0.00;0.00;342.00;126.00;236.00;68.00;471.00;54.00;86.00;2.00;2.00;11.00;21.00;24.00;30.00;1.81;27.00;0.00;0.00;3.00;0.00;5.00;0.30;4.00;0.00;0.00;1.00;0.00;0.00;35.00;24.00;19.00;13.00;3.00;6.00;22.00;27.30;16.00;217.00;70.00;32.30;114.00;74.00;29.00;35.00;8.00;0.00;27.00;12.00;65.00;0.00;895.00;71.00;273.00;431.00;235.00;22.00;810.00;20.00;26.00;76.90;20.00;0.00;502.00;2656.00;1586.00;545.00;480.00;88.10;11.00;18.00;0.00;18.00;6.00;0.00;0.00;0.00;0.00;174.00;38.00;24.00;61.30
2518;Lucas Tousart;fr FRA;MF;Lyon;22;1997; 16 000 000.00 € ;185.00;Midfielder - Defensive Midfield;right;Ligue 1;24.00;19.00;1763.00;2.00;2.00;0.00;0.00;5.00;0.00;0.10;0.10;0.20;0.10;0.20;1.30;1.30;0.60;0.07;0.03;0.10;0.07;0.10;19.60;27.00;9.00;0.00;33.30;1.38;0.46;0.07;0.22;0.05;0.70;0.70;802.00;946.00;84.80;16086.00;3032.00;275.00;318.00;86.50;385.00;426.00;90.40;122.00;161.00;75.80;1.40;11.00;64.00;7.00;4.00;62.00;928.00;18.00;16.00;0.00;211.00;29.00;10.00;1.00;0.00;0.00;0.00;689.00;125.00;132.00;104.00;749.00;59.00;1.00;4.00;1.00;22.00;13.00;17.00;26.00;1.33;21.00;0.00;1.00;2.00;1.00;3.00;0.15;3.00;0.00;0.00;0.00;0.00;0.00;66.00;39.00;26.00;34.00;6.00;15.00;56.00;26.80;41.00;494.00;158.00;32.00;162.00;264.00;68.00;35.00;7.00;0.00;28.00;17.00;40.00;0.00;1170.00;45.00;308.00;762.00;175.00;26.00;1156.00;17.00;28.00;60.70;19.00;0.00;790.00;4737.00;2270.00;823.00;756.00;91.90;10.00;13.00;0.00;36.00;18.00;1.00;0.00;0.00;0.00;220.00;41.00;39.00;51.30
